web-scraper-order,web-scraper-start-url,reparto,reparto-href,title,price
"1525363423-1341","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Mozzarelle","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/mozzarelle/c/20083","IL GIGANTE Mozzarella Tris 3 x 125 g","€ 2,58"
"1525363358-935","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pelati, passate e sughi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/pelati,-passate-e-sughi/c/20071","Petti - Il sano - Passata di datterini biologici allo zenzero - 350g","€ 1,98"
"1525363403-1196","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Burro e condimenti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/burro-e-condimenti/c/20055","Valle' Soia 250 g","€ 1,75"
"1525363254-309","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Aria aperta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/aria-aperta/c/20087","IL GIGANTE Carbone di Legna 3 kg","€ 3,98"
"1525363269-393","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pulizia stoviglie","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/pulizia-stoviglie/c/20101","Finish Classic powerball limone 15 pastiglie","€ 3,28"
"1525363423-1333","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Mozzarelle","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/mozzarelle/c/20083","Granarolo Mozzarella 125 g","€ 1,46"
"1525363399-1174","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Yogurt","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/yogurt/c/20059","Müller Mix Yogurt Bianco Più More e Lamponi 150 g","€ 0,99"
"1525363274-417","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Accessori pulizia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/accessori-pulizia/c/20097","Vileda Pavimenti Igiene Super 3pz","€ 3,25"
"1525363373-1025","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Biscotti, merendine e snack dolci","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/biscotti,-merendine-e-snack-dolci/c/20022","NESQUIK MAXICHOCO Barretta di cereali integrali al cioccolato 6 pezzi","€ 1,90"
"1525363254-305","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Aria aperta","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/aria-aperta/c/20087","ACCENDIFUOCO ECOLOGICO 28 ACCENSIONI","€ 1,99"
"1525363395-1133","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne bovina","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/carne/carne-bovina/c/20012","FILETTO DI BOVINO ADULTO A FETTE","29,90 €/KG"
"1525363313-634","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alcolici e aperitivi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/alcolici-e-aperitivi/c/20008","Grappa Nonino 43° 700 ml","€ 12,99"
"1525363341-814","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Olio","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/olio/c/20111","Costa d'Oro Oliva Olio di Oliva Composto di oli di oliva raffinati e oli di oliva vergini 1 L","€ 5,49"
"1525363363-958","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta e riso","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/pasta-e-riso/c/20070","IL GIGANTE Riso comune Originario Sottovuoto 1 kg","€ 1,48"
"1525363335-763","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Gelati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/gelati/c/20050","Sammontana Coppa Oro Amarena 500 g","€ 2,82"
"1525363350-873","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Condimenti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/condimenti/c/20068","IL GIGANTE Spezie Pepe nero Grani 45 g","€ 2,79"
"1525363261-344","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Giardinaggio","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/giardinaggio/c/20090","NUTRIMENTO PER GERANI E PIANTE FIORITE. AUMENTA IL METABOLISMO CELLULARE, PROLUNGANDO LA VITA DELLA PIANTA","€ 8,99"
"1525363313-625","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alcolici e aperitivi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/alcolici-e-aperitivi/c/20008","Glen Grant Single Malt Scoth Whisky Aged 5 Years 100 cl","€ 20,89"
"1525363410-1249","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta fresca non ripiena","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/pasta-fresca-non-ripiena/c/20043","Giovanni Rana Gnocchi Ripieni Crema di Gorgonzola 500 g","€ 2,18"
"1525363447-1493","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Verdura","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/verdura/c/20039","INSALATA INDIVIA BELGA","3,16 €/KG"
"1525363335-769","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Gelati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/gelati/c/20050","Magnum Mini White - White Almond 8 x 50 g","€ 4,53"
"1525363408-1236","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Condimenti freschi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/condimenti-freschi/c/20041","IL GIGANTE Salsa alle Noci 150 g","€ 1,98"
"1525363427-1366","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Formaggi a fette","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/formaggi-a-fette/c/20080","Sottilette Senza Lattosio 185 g","€ 1,40"
"1525363315-641","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Vino e bollicine","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/vino-e-bollicine/c/20011","San Crispino Vino bianco brik 1 l","€ 1,94"
"1525363269-390","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pulizia stoviglie","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/pulizia-stoviglie/c/20101","finish Powerball Classic Limone 28 Tabs 507 g","€ 5,14"
"1525363284-488","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura del corpo","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-del-corpo/c/20029","Piz Buin Instant glow sun illuminating sun sprat 30 SPF alta 150 ml","null"
"1525363276-437","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Detersivi pulizia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/detersivi-pulizia/c/20100","BREF Brillante Pavimenti 1.250 ml.","€ 1,77"
"1525363337-782","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasticceria","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pane-e-pasticceria/pasticceria/c/20061","Plasmon Biscotti ""dei Grandi"" con gocce di cioccolato 270 g","€ 1,99"
"1525363356-909","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Tonno, pesce e carne in scatola","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/tonno,-pesce-e-carne-in-scatola/c/20076","Rio Mare con Gusto Piselli e Tonno 2 x 160 g","€ 3,15"
"1525363289-516","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carta igienica, assorbenti, cotone","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/carta-igienica,-assorbenti,-cotone/c/20026","Lines Specialist Pannolone a Mutandina Misura Grande x 14","€ 9,89"
"1525363332-759","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne e pesce","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/carne-e-pesce/c/20048","Capitan Findus 12 Bastoncini 300 g","null"
"1525363274-421","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Accessori pulizia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/accessori-pulizia/c/20097","Swiffer Duster Ricarica 10 Piumini","€ 7,99"
"1525363352-882","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Purè e preparati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/pur%C3%A8-e-preparati/c/20072","IL GIGANTE Cous Cous 500 g","€ 1,28"
"1525363378-1058","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Caffè, the e altre bevande calde","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/colazione-merenda-dolci/caff%C3%A8,-the-e-altre-bevande-calde/c/20019","Twinings Lemon Green Tea 25 x 2 g","€ 2,84"
"1525363278-447","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Parafarmacia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/parafarmacia/c/20033","Durex Jeans 9 profilattici","€ 5,26"
"1525363258-329","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bricolage","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/bricolage/c/20089","Osram Halogen Classic B 46W E14","€ 7,90"
"1525363382-1075","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pesce fresco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pesce/pesce-fresco/c/20064","FILETTO DI TROTA SALMONATA IRIDEA","19,40 €/KG"
"1525363261-337","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Giardinaggio","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tempo-libero/giardinaggio/c/20090","ROSMARINO IN VASO, DIAMETRO CM 14","€ 1,95"
"1525363432-1401","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Wurstel e altri precotti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/wurstel-e-altri-precotti/c/20086","Aia aeQuilibrium Würstel Leggero di pollo e tacchino 180 g","€ 1,79"
"1525363363-965","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta e riso","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/pasta-e-riso/c/20070","IL GIGANTE Ditali rigati n.147 500 g","€ 0,62"
"1525363263-348","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cartoleria","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/cartoleria/c/20099","Bic 4 Colours Original 1,0mm medium","€ 2,99"
"1525363332-755","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carne e pesce","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/carne-e-pesce/c/20048","IL GIGANTE Filetti di Merluzzo Surgelati 900 g","€ 7,98"
"1525363278-446","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Parafarmacia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/parafarmacia/c/20033","Dr Marcus Acqua ossigenata 250 ml","€ 0,42"
"1525363363-959","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta e riso","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/pasta-e-riso/c/20070","IL GIGANTE Riso superfino Roma Sottovuoto 1 kg","€ 1,88"
"1525363434-1412","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Salumi a cubetti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/salumi-a-cubetti/c/20085","Cipressi in Chianti Rigatino stagionato 120 g","€ 4,50"
"1525363403-1193","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Burro e condimenti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/burro-e-condimenti/c/20055","Valle' Omega3 250 g","€ 1,45"
"1525363447-1490","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Verdura","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/frutta-e-verdura/verdura/c/20039","POMODORO CILIEGINO IGP PACHINO","€ 1,68"
"1525363339-794","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Panetteria","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/pane-e-pasticceria/panetteria/c/20060","Schär Piadina 3 x 80 g","€ 4,39"
"1525363427-1371","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Formaggi a fette","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/formaggi-a-fette/c/20080","Sottilette Cremose 185 g","€ 1,79"
"1525363274-416","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Accessori pulizia","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/accessori-pulizia/c/20097","Arix Strofì panno pavimenti 50x55 cm","€ 3,15"
"1525363265-363","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Tessile","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/tessile/c/20102","TOVAGLIETTA COLAZIONE ROSSO IN COTONE 43x30 cm","€ 2,39"
"1525363403-1199","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Burro e condimenti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/latte-burro-uova-yogurt/burro-e-condimenti/c/20055","Sterzing Vipiteno Burro di Qualità 10 x 12,5 g","€ 1,78"
"1525363347-851","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Snack salati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/snack-salati/c/20074","San Carlo B. Bacon 100 g","null"
"1525363311-614","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimentazione bambini","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-il-bambino/alimentazione-bambini/c/20094","Plasmon nutrimune 3 Latte di Crescita 750 g","€ 11,89"
"1525363345-839","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Salutistici, dietetici e integratori","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/prodotti-alimentari/salutistici,-dietetici-e-integratori/c/20073","isostad High Energy Sport Bar Gusto Frutta Mista 3 x 40 g","€ 4,74"
"1525363304-567","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimenti per gatti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/amici-animali/alimenti-per-gatti/c/20004","PURINA GOURMET Diamant Gatto Sfilaccetti con tacchino saporito lattina 85g","€ 0,58"
"1525363419-1298","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Grattugiati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/salumi-formaggi/grattugiati/c/20082","Biraghi Ricetta Tipica alla Ricotta Salata 80 g","€ 1,49"
"1525363320-683","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Bibite e succhi","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/bevande-vini-liquori/bibite-e-succhi/c/20009","Estate zero limone 3 x 20 cl","€ 1,77"
"1525363416-1289","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Piatti pronti da banco","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/piatti-pronti-da-banco/c/20046","INSALATA CAPRICCIOSA PRODOTTO GASTRONOMICO CON VERDURE MAIONESE E PROSCIUTTO COTTO","12,90 €/KG"
"1525363328-727","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Verdure e minestroni","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gelati-e-surgelati/verdure-e-minestroni/c/20054","Findus Pisellini Primavera 750 g","€ 3,92"
"1525363291-524","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Igiene personale e deodoranti","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/igiene-personale-e-deodoranti/c/20031","Neutromed pH 5.5 Dermo Defence 5 Dry deo spray 150 ml","€ 2,27 (-50%)"
"1525363280-455","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Rasatura e depilazione","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/rasatura-e-depilazione/c/20035","Gillette Blue II x 10 rasoi","€ 4,49"
"1525363414-1272","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Piatti pronti confezionati","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/piatti-pronti-confezionati/c/20045","Angulas Aguinaga Cozze cotte alla marinara 400 g","€ 4,90"
"1525363289-514","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Carta igienica, assorbenti, cotone","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/carta-igienica,-assorbenti,-cotone/c/20026","Nuvenia Freschezza Quotidiana Micro Proteggi Slip 22 pz","€ 2,14"
"1525363307-587","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Alimenti per cani","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/amici-animali/alimenti-per-cani/c/20003","Ciuffi Roller 500 g","€ 1,99"
"1525363410-1237","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta fresca non ripiena","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/pasta-fresca-non-ripiena/c/20043","Casa Milo Le integrali All'Uovo Lasagne Integrali all'Uovo Bio 250 g","€ 0,99"
"1525363267-379","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Accessori cucina","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/tutto-per-la-casa/accessori-cucina/c/20096","PIATTO UNICO BIANCO IN POLIPROPILENE","€ 3,27"
"1525363286-504","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Cura dei capelli","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/cura-della-persona/cura-dei-capelli/c/20028","Palette Gloss Sensation 3-1 Castano Moka","€ 6,90"
"1525363412-1255","https://www.cosicomodo.it/ilgigante/varallo-pombia/pages/tutte-le-categorie","Pasta fresca ripiena","https://www.cosicomodo.it/ilgigante/varallo-pombia/reparti/gastronomia-e-pasta-fresca/pasta-fresca-ripiena/c/20044","IL GIGANTE Cappelletti al Prosciutto Crudo 250 g","€ 2,14"
